# Passenger file autogenerated with: 
# python ..\..\scripts\make_passengers_file.py -e 1800 -o .\passengers_no_walk.csv .\passengers_no_walk_raw.csv

# Total passengers: 1000 arriving in 1800.0 seconds

# Origin-Destination Matrix (Origin on Y, Dest on X)
# -------------------------
#          0    1    2    3
#     0    0  250    0    0
#     1  250    0    0    0
#     2    0    0    0  250
#     3    0    0  250    0


# pID	origin	dest	time	load	unload
0	    3	    2	     0.379
1	    1	    0	     0.801
2	    1	    0	     1.456
3	    1	    0	     1.997
4	    2	    3	     6.585
5	    1	    0	     7.789
6	    0	    1	    11.568
7	    2	    3	    13.486
8	    1	    0	    15.635
9	    3	    2	    15.903
10	    2	    3	    16.126
11	    3	    2	    18.272
12	    1	    0	    19.303
13	    0	    1	    22.988
14	    2	    3	    23.686
15	    0	    1	    24.658
16	    1	    0	    25.464
17	    0	    1	    26.940
18	    2	    3	    27.549
19	    1	    0	    28.613
20	    0	    1	    28.931
21	    3	    2	    29.874
22	    3	    2	    35.599
23	    3	    2	    36.025
24	    2	    3	    36.888
25	    1	    0	    37.973
26	    2	    3	    38.438
27	    0	    1	    39.160
28	    0	    1	    40.788
29	    1	    0	    41.620
30	    3	    2	    45.722
31	    2	    3	    46.213
32	    1	    0	    47.631
33	    0	    1	    49.576
34	    1	    0	    55.381
35	    2	    3	    57.019
36	    1	    0	    58.733
37	    3	    2	    63.062
38	    0	    1	    64.936
39	    2	    3	    67.444
40	    1	    0	    69.097
41	    3	    2	    71.616
42	    1	    0	    73.336
43	    1	    0	    74.059
44	    2	    3	    75.670
45	    3	    2	    77.142
46	    3	    2	    78.613
47	    1	    0	    80.073
48	    1	    0	    81.676
49	    3	    2	    81.839
50	    2	    3	    82.206
51	    3	    2	    82.671
52	    2	    3	    83.277
53	    1	    0	    84.397
54	    1	    0	    84.844
55	    0	    1	    88.553
56	    3	    2	    89.635
57	    0	    1	    90.696
58	    2	    3	    92.526
59	    0	    1	    93.069
60	    2	    3	    94.375
61	    3	    2	    99.948
62	    2	    3	   100.645
63	    2	    3	   101.798
64	    2	    3	   104.709
65	    1	    0	   106.146
66	    1	    0	   106.883
67	    1	    0	   107.008
68	    0	    1	   109.692
69	    2	    3	   110.752
70	    1	    0	   111.738
71	    0	    1	   112.671
72	    3	    2	   113.996
73	    1	    0	   117.279
74	    1	    0	   118.276
75	    3	    2	   119.145
76	    3	    2	   120.112
77	    0	    1	   125.845
78	    3	    2	   128.083
79	    0	    1	   130.044
80	    0	    1	   130.366
81	    0	    1	   131.963
82	    0	    1	   133.032
83	    2	    3	   134.713
84	    0	    1	   137.756
85	    3	    2	   137.801
86	    0	    1	   139.599
87	    1	    0	   142.044
88	    1	    0	   143.181
89	    2	    3	   144.178
90	    0	    1	   147.758
91	    0	    1	   148.987
92	    1	    0	   151.822
93	    2	    3	   152.300
94	    2	    3	   154.733
95	    2	    3	   155.207
96	    3	    2	   156.532
97	    2	    3	   156.582
98	    3	    2	   157.868
99	    2	    3	   158.307
100	    2	    3	   160.110
101	    1	    0	   162.437
102	    2	    3	   165.049
103	    3	    2	   170.877
104	    0	    1	   174.398
105	    3	    2	   174.994
106	    3	    2	   175.153
107	    2	    3	   178.512
108	    3	    2	   179.961
109	    0	    1	   181.595
110	    3	    2	   184.669
111	    2	    3	   185.248
112	    1	    0	   187.236
113	    3	    2	   187.586
114	    0	    1	   192.219
115	    3	    2	   193.248
116	    2	    3	   198.191
117	    2	    3	   199.030
118	    2	    3	   199.802
119	    3	    2	   200.036
120	    0	    1	   201.183
121	    1	    0	   201.413
122	    3	    2	   201.871
123	    0	    1	   202.522
124	    2	    3	   203.430
125	    1	    0	   205.789
126	    2	    3	   207.415
127	    0	    1	   208.295
128	    3	    2	   210.262
129	    1	    0	   210.683
130	    3	    2	   213.375
131	    2	    3	   213.437
132	    2	    3	   213.548
133	    3	    2	   215.739
134	    1	    0	   217.511
135	    0	    1	   220.821
136	    3	    2	   220.950
137	    2	    3	   222.053
138	    2	    3	   223.141
139	    2	    3	   224.204
140	    3	    2	   227.475
141	    3	    2	   228.827
142	    0	    1	   232.484
143	    0	    1	   236.350
144	    0	    1	   236.601
145	    3	    2	   240.759
146	    2	    3	   241.918
147	    3	    2	   242.285
148	    1	    0	   242.959
149	    0	    1	   244.445
150	    3	    2	   251.715
151	    2	    3	   253.059
152	    2	    3	   253.489
153	    2	    3	   255.593
154	    3	    2	   256.491
155	    3	    2	   257.013
156	    0	    1	   258.716
157	    0	    1	   260.123
158	    2	    3	   260.795
159	    0	    1	   264.078
160	    2	    3	   264.967
161	    2	    3	   265.375
162	    0	    1	   266.038
163	    0	    1	   266.120
164	    3	    2	   266.846
165	    3	    2	   267.117
166	    2	    3	   268.467
167	    3	    2	   268.737
168	    0	    1	   270.418
169	    3	    2	   271.760
170	    1	    0	   276.249
171	    1	    0	   276.945
172	    3	    2	   278.519
173	    1	    0	   278.981
174	    3	    2	   280.024
175	    3	    2	   281.788
176	    2	    3	   282.080
177	    3	    2	   285.993
178	    0	    1	   289.687
179	    2	    3	   293.396
180	    0	    1	   294.240
181	    1	    0	   297.400
182	    2	    3	   298.340
183	    3	    2	   299.920
184	    2	    3	   300.106
185	    1	    0	   302.002
186	    1	    0	   302.209
187	    1	    0	   302.497
188	    1	    0	   305.210
189	    0	    1	   307.018
190	    0	    1	   307.096
191	    1	    0	   310.609
192	    1	    0	   311.142
193	    2	    3	   312.530
194	    3	    2	   313.093
195	    0	    1	   316.552
196	    1	    0	   318.841
197	    1	    0	   321.657
198	    2	    3	   322.198
199	    1	    0	   322.349
200	    0	    1	   322.997
201	    0	    1	   324.824
202	    1	    0	   326.724
203	    1	    0	   333.650
204	    3	    2	   334.409
205	    1	    0	   336.519
206	    0	    1	   336.871
207	    0	    1	   338.858
208	    0	    1	   338.865
209	    3	    2	   339.687
210	    0	    1	   340.618
211	    2	    3	   341.164
212	    0	    1	   343.056
213	    3	    2	   345.078
214	    2	    3	   345.589
215	    2	    3	   346.065
216	    3	    2	   346.626
217	    0	    1	   346.798
218	    2	    3	   352.831
219	    3	    2	   354.479
220	    2	    3	   355.870
221	    2	    3	   356.396
222	    1	    0	   366.575
223	    2	    3	   369.497
224	    1	    0	   371.758
225	    0	    1	   375.145
226	    1	    0	   375.352
227	    3	    2	   377.312
228	    0	    1	   377.947
229	    0	    1	   378.909
230	    3	    2	   379.427
231	    0	    1	   381.828
232	    3	    2	   381.948
233	    3	    2	   382.223
234	    3	    2	   384.260
235	    0	    1	   385.473
236	    3	    2	   388.170
237	    2	    3	   389.225
238	    3	    2	   393.151
239	    0	    1	   395.636
240	    1	    0	   396.528
241	    0	    1	   399.494
242	    3	    2	   401.815
243	    3	    2	   403.469
244	    3	    2	   405.794
245	    2	    3	   411.643
246	    2	    3	   412.320
247	    1	    0	   415.339
248	    2	    3	   417.432
249	    0	    1	   418.208
250	    3	    2	   418.423
251	    2	    3	   419.313
252	    2	    3	   428.891
253	    0	    1	   429.521
254	    2	    3	   432.560
255	    1	    0	   434.177
256	    0	    1	   434.522
257	    3	    2	   438.484
258	    0	    1	   441.248
259	    3	    2	   441.497
260	    1	    0	   444.792
261	    0	    1	   445.073
262	    2	    3	   445.365
263	    1	    0	   447.037
264	    3	    2	   450.026
265	    3	    2	   450.825
266	    2	    3	   451.789
267	    0	    1	   452.200
268	    0	    1	   454.324
269	    2	    3	   454.899
270	    3	    2	   456.487
271	    1	    0	   459.370
272	    2	    3	   466.353
273	    2	    3	   466.902
274	    1	    0	   468.540
275	    1	    0	   469.057
276	    2	    3	   469.771
277	    1	    0	   469.907
278	    3	    2	   471.535
279	    1	    0	   473.675
280	    0	    1	   475.355
281	    1	    0	   480.085
282	    2	    3	   482.617
283	    0	    1	   483.909
284	    0	    1	   485.211
285	    0	    1	   486.577
286	    0	    1	   491.766
287	    2	    3	   492.304
288	    1	    0	   493.636
289	    2	    3	   495.720
290	    3	    2	   501.057
291	    1	    0	   502.762
292	    1	    0	   502.974
293	    0	    1	   506.788
294	    1	    0	   508.139
295	    3	    2	   508.478
296	    0	    1	   510.435
297	    1	    0	   511.388
298	    1	    0	   513.075
299	    1	    0	   513.456
300	    0	    1	   516.028
301	    3	    2	   516.033
302	    3	    2	   517.259
303	    2	    3	   521.411
304	    1	    0	   524.668
305	    1	    0	   524.959
306	    3	    2	   526.691
307	    1	    0	   528.106
308	    0	    1	   528.368
309	    2	    3	   530.251
310	    0	    1	   530.939
311	    2	    3	   535.094
312	    1	    0	   538.186
313	    2	    3	   540.098
314	    2	    3	   540.619
315	    3	    2	   543.388
316	    2	    3	   543.667
317	    3	    2	   545.490
318	    3	    2	   548.873
319	    3	    2	   553.444
320	    0	    1	   556.302
321	    0	    1	   556.640
322	    3	    2	   557.341
323	    1	    0	   558.542
324	    0	    1	   560.753
325	    2	    3	   560.779
326	    0	    1	   561.668
327	    0	    1	   562.051
328	    2	    3	   563.527
329	    2	    3	   564.132
330	    0	    1	   565.020
331	    2	    3	   565.790
332	    0	    1	   566.934
333	    3	    2	   567.062
334	    0	    1	   569.651
335	    1	    0	   571.008
336	    0	    1	   573.186
337	    0	    1	   575.028
338	    3	    2	   575.860
339	    3	    2	   576.982
340	    1	    0	   577.367
341	    3	    2	   582.746
342	    0	    1	   585.561
343	    0	    1	   586.177
344	    2	    3	   589.207
345	    2	    3	   590.100
346	    3	    2	   594.910
347	    3	    2	   595.841
348	    3	    2	   601.242
349	    2	    3	   602.518
350	    2	    3	   603.323
351	    0	    1	   604.101
352	    0	    1	   604.372
353	    1	    0	   604.380
354	    0	    1	   604.730
355	    3	    2	   605.146
356	    2	    3	   611.182
357	    0	    1	   612.008
358	    1	    0	   613.619
359	    0	    1	   614.664
360	    0	    1	   617.932
361	    1	    0	   619.731
362	    1	    0	   621.832
363	    2	    3	   621.952
364	    0	    1	   627.280
365	    1	    0	   628.928
366	    0	    1	   629.918
367	    2	    3	   630.169
368	    2	    3	   632.369
369	    3	    2	   633.272
370	    1	    0	   636.497
371	    0	    1	   636.514
372	    0	    1	   640.705
373	    1	    0	   641.417
374	    3	    2	   641.530
375	    2	    3	   642.019
376	    1	    0	   644.565
377	    0	    1	   646.499
378	    2	    3	   646.792
379	    3	    2	   648.563
380	    3	    2	   648.617
381	    2	    3	   653.872
382	    1	    0	   654.054
383	    0	    1	   655.188
384	    1	    0	   655.289
385	    0	    1	   657.702
386	    3	    2	   660.611
387	    3	    2	   661.749
388	    1	    0	   665.482
389	    0	    1	   665.578
390	    1	    0	   670.142
391	    3	    2	   671.393
392	    0	    1	   671.999
393	    1	    0	   672.620
394	    2	    3	   673.806
395	    2	    3	   673.944
396	    0	    1	   676.021
397	    0	    1	   679.102
398	    1	    0	   679.504
399	    0	    1	   679.985
400	    0	    1	   680.118
401	    0	    1	   682.053
402	    3	    2	   682.385
403	    2	    3	   683.940
404	    3	    2	   684.530
405	    3	    2	   685.475
406	    2	    3	   685.652
407	    1	    0	   687.081
408	    0	    1	   688.470
409	    1	    0	   691.509
410	    3	    2	   692.118
411	    3	    2	   693.688
412	    3	    2	   699.232
413	    2	    3	   700.120
414	    1	    0	   705.780
415	    3	    2	   708.886
416	    0	    1	   713.947
